id,family,language,source,page,year_of_occurrence,village_in_source,village,latitude,longitude,text_type,original,translation_Russian,translation_English,modal_marker,marker disamb,constr_type,copula_or_retr,complement,complement_form,inf_postposition,use,modal_or_non-modal,semantics,mod_type_vAP,mod_type_descriptive,negation_expressed,negation_scope,question,question_type,question_emb,overt_A_S,A_S_case,P_argument,P_number,P_overt,P_case,indexing,animacy,counted_in_corpus,counted_in_subcorpus,im_personality,rule or strategy,speaker info,dialect
chuv6,Turkic,Chuvash,Chuvash Spoken corpus,NA,NA,Poshkart,Maloe Karachkino,56.088056,46.458056,spontaneous,valdan ɕapla dumala det karʲan kapla,"Сначала вот так надо делать, говорит, потом вот так",NA,malla,malla,nfin,NA,VP,stem,,predicate,modal,necessity,,,0,,no,,,0,no,,,,,,,,,,,,
chuv7,Turkic,Chuvash,Chuvash Spoken corpus,NA,NA,Poshkart,Maloe Karachkino,56.088056,46.458056,spontaneous,tada mën kalaza baras tada mën gerlë sere,"Ещё что рассказать, что вам ещё надо",NA,kirlë,kirlë,,NA,NP,N,,predicate,non-modal,need,,,0,,yes,del,,1,dat,,,,,,,,,,,,
chuv8,Turkic,Chuvash,Chuvash Spoken corpus,NA,NA,Poshkart,Maloe Karachkino,56.088056,46.458056,spontaneous,jarkəʨi bolza xër arəmzam ɕakmali ajka ɕana toprəm da tatrəm ik poɕənʥan i ɕipne kəlarap man tërlemele,"Яркач был у женщин... поясок сбоку нашла, отрезала с двух сторон, и нитки вытаскиваю: мне надо вышивать.",NA,malla,malla,nfin,NA,VP,stem,,predicate,modal,necessity,,,0,,no,,,1,gen,,,,,,hum,,,,,,
chuv9,Turkic,Chuvash,Chuvash Spoken corpus,NA,NA,Poshkart,Maloe Karachkino,56.088056,46.458056,spontaneous,ara on ʨoxnʲa vetxa xër arəmən kilʲde porənmala,Тогда ведь женщинам дома надо было жить,NA,malla,malla,nfin,NA,VP,stem,,predicate,modal,necessity,,,0,,no,,,1,gen,,,,,,hum,,,,,,
chuv10,Turkic,Chuvash,Chuvash Spoken corpus,NA,NA,Poshkart,Maloe Karachkino,56.088056,46.458056,spontaneous,kilʲde numaj porənmala,Дома много нужно быть.,NA,malla,malla,nfin,NA,VP,stem,,predicate,modal,necessity,,,0,,no,,,0,no,,,,,,,,,,,,
chuv11,Turkic,Chuvash,Chuvash Spoken corpus,NA,NA,Poshkart,Maloe Karachkino,56.088056,46.458056,spontaneous,tada oramra aʨa ʨonʲa vɨlʲama togan vet pere azərgatarza astur самолет kizesën pɨdarmala,"В детстве на улицу играть выходишь, нас предупреждали: ""Помните, самолет появится, надо прятаться""",NA,malla,malla,nfin,NA,VP,stem,,predicate,modal,necessity,,,0,,no,,,0,no,,,,,,,,,,,,
chuv12,Turkic,Chuvash,Chuvash Spoken corpus,NA,NA,Poshkart,Maloe Karachkino,56.088056,46.458056,spontaneous,"okɕa gerlë, okɕa dumala","Деньги нужны, деньги надо делать.",NA,kirlë,kirlë,,NA,NP,N,,predicate,non-modal,need,,,0,,no,,,0,no,,,,,,,,,,,,
chuv13,Turkic,Chuvash,Chuvash Spoken corpus,NA,NA,Poshkart,Maloe Karachkino,56.088056,46.458056,spontaneous,"okɕa gerlë, okɕa dumala","Деньги нужны, деньги надо делать.",NA,malla,malla,nfin,NA,VP,stem,,predicate,modal,necessity,,,0,,no,,,0,no,,,,,,,,,,,,
chuv14,Turkic,Chuvash,Chuvash Spoken corpus,NA,NA,Poshkart,Maloe Karachkino,56.088056,46.458056,spontaneous,kaɕxi abada gajmala,На ужин надо идти,NA,malla,malla,nfin,NA,VP,stem,,predicate,modal,necessity,,,0,,no,,,0,no,,,,,,,,,,,,
chuv15,Turkic,Chuvash,Chuvash Spoken corpus,NA,NA,Poshkart,Maloe Karachkino,56.088056,46.458056,spontaneous,kënege vulamala mën vəl телевизор pəksa laran onda,"Книгу надо читать, что это ты сидишь смотришь телевизор?",NA,malla,malla,nfin,NA,VP,stem,,predicate,modal,necessity,,,0,,no,,,0,no,,,,,,,,,,,,
chuv16,Turkic,Chuvash,Chuvash Spoken corpus,NA,NA,Poshkart,Maloe Karachkino,56.088056,46.458056,spontaneous,për razənʥa Adəl orlə gajsasən vərmanba xəbarmala tuxribe de Kuʐma patnʲa xəbarmala,"Один раз, когда переходила через Волгу... Вдоль леса надо подниматься. По горе надо подниматься к Козьмодемьянску.",NA,malla,malla,nfin,NA,VP,stem,,predicate,modal,necessity,,,0,,no,,,0,no,,,,,,,,,,,,
chuv16,Turkic,Chuvash,Chuvash Spoken corpus,NA,NA,Poshkart,Maloe Karachkino,56.088056,46.458056,spontaneous,për razənʥa Adəl orlə gajsasən vərmanba xəbarmala tuxribe de Kuʐma patnʲa xəbarmala,"Один раз, когда переходила через Волгу... Вдоль леса надо подниматься. По горе надо подниматься к Козьмодемьянску.",NA,malla,malla,nfin,NA,VP,stem,,predicate,modal,necessity,,,0,,no,,,0,no,,,,,,,,,,,,
chuv17,Turkic,Chuvash,Chuvash Spoken corpus,NA,NA,Poshkart,Maloe Karachkino,56.088056,46.458056,spontaneous,mënle odat məgərə ɕapla anʥak kajmala,"Как бык идет, так и нам надо идти.",NA,malla,malla,nfin,NA,VP,stem,,predicate,modal,necessity,,,0,,no,,,0,no,,,,,,,,,,,,
chuv18,Turkic,Chuvash,Chuvash Spoken corpus,NA,NA,Poshkart,Maloe Karachkino,56.088056,46.458056,spontaneous,mële ʨətsa irderze aʨizem bor takənʥak tərmalla ëʑe gajmala,"Как перетерпели, дети есть, рано надо вставать на работу, надо идти",NA,malla,malla,nfin,NA,VP,stem,,predicate,modal,necessity,,,0,,no,,,0,no,,,,,,,,,,,,
chuv19,Turkic,Chuvash,Chuvash Spoken corpus,NA,NA,Poshkart,Maloe Karachkino,56.088056,46.458056,spontaneous,mële ʨətsa irderze aʨizem bor takənʥak tərmalla ëʑe gajmala,"Как перетерпели, дети есть, рано надо вставать на работу, надо идти",NA,malla,malla,nfin,NA,VP,stem,,predicate,modal,necessity,,,0,,no,,,0,no,,,,,,,,,,,,
chuv20,Turkic,Chuvash,Chuvash Spoken corpus,NA,NA,Poshkart,Maloe Karachkino,56.088056,46.458056,spontaneous,"нет, san ʨəvaʂla kalamala, vɨrəsla mar","Нет, тебе надо говорить по-чувашски, не по-русски.",NA,malla,malla,nfin,NA,VP,stem,,predicate,modal,necessity,,,0,,no,,,1,gen,,,,,,hum,,,,,,
chuv21,Turkic,Chuvash,Chuvash Spoken corpus,NA,NA,Poshkart,Maloe Karachkino,56.088056,46.458056,spontaneous,ɕa koridor vetër otsa tokmala,По этому коридору надо пройти.,NA,malla,malla,nfin,NA,VP,stem,,predicate,modal,necessity,,,0,,no,,,0,no,,,,,,,,,,,,
chuv22,Turkic,Chuvash,Chuvash Spoken corpus,NA,NA,Poshkart,Maloe Karachkino,56.088056,46.458056,spontaneous,sagər seget vërenmele,Восемь часов надо учиться.,NA,malla,malla,nfin,NA,VP,stem,,predicate,modal,necessity,,,0,,no,,,0,no,,,,,,,,,,,,
chuv23,Turkic,Chuvash,Chuvash Spoken corpus,NA,NA,Poshkart,Maloe Karachkino,56.088056,46.458056,spontaneous,если akə ʨirge gajan ɨran Петров день kajmala pɨrər ʨirge,"Если в церковь идёшь... завтра Петров день, надо идти, приходите в церковь.",NA,malla,malla,nfin,NA,VP,stem,,predicate,modal,necessity,,,0,,no,,,0,no,,,,,,,,,,,,
chuv24,Turkic,Chuvash,Chuvash Spoken corpus,NA,NA,Poshkart,Maloe Karachkino,56.088056,46.458056,spontaneous,ik ɕol ëɕlemele ʦelinara,Два года надо работать на целине,NA,malla,malla,nfin,NA,VP,stem,,predicate,modal,necessity,,,0,,no,,,0,no,,,,,,,,,,,,
chuv25,Turkic,Chuvash,Chuvash Spoken corpus,NA,NA,Poshkart,Maloe Karachkino,56.088056,46.458056,spontaneous,"apla kalamala mar, aʨazanʲa все равно kerlë","[RozKal] Не надо так говорить, детям все равно нужны (бабушки).",NA,malla,malla,nfin,NA,VP,stem,,predicate,modal,necessity,,,1,NEC NEG,no,,,0,no,,,,,,,,,,,,
chuv25,Turkic,Chuvash,Chuvash Spoken corpus,NA,NA,Poshkart,Maloe Karachkino,56.088056,46.458056,spontaneous,"apla kalamala mar, aʨazanʲa все равно kerlë","[RozKal] Не надо так говорить, детям все равно нужны (бабушки).",NA,kirlë,kirlë,,NA,NP,N,,predicate,non-modal,need,,,0,,no,,,1,dat,,,,,,hum,,,,,,
chuv26,Turkic,Chuvash,Chuvash Spoken corpus,NA,NA,Poshkart,Maloe Karachkino,56.088056,46.458056,spontaneous,"probikne pëlen-ʂi pëlmesën-ʂi, es te ɕamrək ɕanda an ɕaprəmər pere бригадир ʨas jemeste uʐ xɨrəmzam vɨɕa ɕitse kile gajmala
 ","Пробик знаешь, не знаешь, ты молодая. Там молотили, бригадир нас долго не отпускает, голодным домой надо идти. ",NA,malla,malla,nfin,NA,VP,stem,,predicate,modal,necessity,,,0,,no,,,0,no,,,,,,,,,,,,
chuv27,Turkic,Chuvash,Chuvash Spoken corpus,NA,NA,Poshkart,Maloe Karachkino,56.088056,46.458056,spontaneous, a pëdermele pëdermele ɕapsa pëderdëmër de kile gajapər,"А надо закончить, надо закончить, домолотили и домой идём.",NA,malla,malla,nfin,NA,VP,stem,,predicate,modal,necessity,,,0,,no,,,0,no,,,,,,,,,,,,
chuv28,Turkic,Chuvash,Chuvash Spoken corpus,NA,NA,Poshkart,Maloe Karachkino,56.088056,46.458056,spontaneous,ɕygen ʂorattaraʨəɕ ta kəmagaja lartsa tibëtmeleʨë ona tibëdeʨë,"Тонко чистят, и в печке надо сушить... её сушили.",NA,malla,malla,nfin,NA,VP,stem,,predicate,modal,necessity,,,0,,no,,,0,no,,,,,,,,,,,,
chuv29,Turkic,Chuvash,Chuvash Spoken corpus,NA,NA,Poshkart,Maloe Karachkino,56.088056,46.458056,spontaneous,"mënle polzan da, temle ɨvənza ɕitnë polzan da ɕitmele deze ʂotlaza","""Что бы ни было, как бы не устал, надо дойти"", — думал я.",NA,malla,malla,nfin,NA,VP,stem,,predicate,modal,necessity,,,0,,no,,,0,no,,,,,,,,,,,,
chuv30,Turkic,Chuvash,Chuvash Spoken corpus,NA,NA,Poshkart,Maloe Karachkino,56.088056,46.458056,spontaneous,okɕa ʂotlama pëletër bukvə palatər kajmala mar,"Деньги считать умеете, буквы узнаете, не надо ходить.",NA,malla,malla,nfin,NA,VP,stem,,predicate,modal,necessity,,,1,neg nec,no,,,0,no,,,,,,,,,,,,
chuv31,Turkic,Chuvash,Chuvash Spoken corpus,NA,NA,Poshkart,Maloe Karachkino,56.088056,46.458056,spontaneous,tada tebër erneren tada kubalama poɕlamala,И со следующей недели опять окучивать начинать надо.,NA,malla,malla,nfin,NA,VP,stem,,predicate,modal,necessity,,,0,,no,,,0,no,,,,,,,,,,,,
chuv32,Turkic,Chuvash,Chuvash Spoken corpus,NA,NA,Poshkart,Maloe Karachkino,56.088056,46.458056,spontaneous,"aʨi, ɕapla ɕurza urok jetlemele","Парень вот так спал, а урок надо слушать (мне, и я воткнула ему в бок булавку).",NA,malla,malla,nfin,NA,VP,stem,,predicate,modal,necessity,,,0,,no,,,0,no,,,,,,,,,,,,
chuv33,Turkic,Chuvash,Chuvash Spoken corpus,NA,NA,Poshkart,Maloe Karachkino,56.088056,46.458056,spontaneous,московский këberë orlə kaɕsan tada xəbaras polat республиканский больница ɕidi,"Перейдя московский мост, надо подняться до республиканской больницы.",NA,as polat',as polat',nfin,NA,VP,stem,,predicate,modal,necessity,,,0,,no,,,0,no,,,,,,,,,,,,
chuv34,Turkic,Chuvash,Chuvash Spoken corpus,NA,NA,Poshkart,Maloe Karachkino,56.088056,46.458056,spontaneous,vədər xërëx раз ʨəmlamala det për mëne,"[AlevtIv] Тридцать-сорок раз надо жевать, говорят, за один раз.",NA,malla,malla,nfin,NA,VP,stem,,predicate,modal,necessity,,,0,,no,,,0,no,,,,,,,,,,,,
chuv35,Turkic,Chuvash,Chuvash Spoken corpus,NA,NA,Poshkart,Maloe Karachkino,56.088056,46.458056,spontaneous,ʨəmlamala det,"""Разжевать нужно"", — говорит.",NA,malla,malla,nfin,NA,VP,stem,,predicate,modal,necessity,,,0,,no,,,0,no,,,,,,,,,,,,
chuv36,Turkic,Chuvash,Chuvash Spoken corpus,NA,NA,Poshkart,Maloe Karachkino,56.088056,46.458056,spontaneous,otmala ɕoran dasta ɕidi,Надо идти пешком далеко.,NA,malla,malla,nfin,NA,VP,stem,,predicate,modal,necessity,,,0,,no,,,0,no,,,,,,,,,,,,
chuv37,Turkic,Chuvash,Chuvash Spoken corpus,NA,NA,Poshkart,Maloe Karachkino,56.088056,46.458056,spontaneous,sopsa gajmala mar,Не надо сворачивать.,NA,malla,malla,nfin,NA,VP,stem,,predicate,modal,necessity,,,1,NEC NEG,no,,,0,no,,,,,,,,,,,,
